2. maailmansota,II maailmansota,toinen maailmansota        Vapaa Ranska
antiikin aika,muinaisaika        toga<broader/>
antiikin aika,muinaisaika        ylistyslaulu
antropologia        alkukantainen,primitiivinen
antropologia        avioliittoon perustuva sukulaisuus
antropologia        eetos
antropologia        eksogaaminen
antropologia        endogaminen
antropologia        kuva,muoto
antropologia        lankous
antropologia        lankoussuhteessa oleva
antropologia        mongolidinen<gen/>
antropologia        risteytetty<approximate/>
antropologia        sukulaisuusjärjestelmä
antropologia        sukulaisuus,sukulaisuussuhde
antropologia        sukulaisuus,veriheimolaisuus,verisukulaisuus,veriveljeys
apokryfiset kirjat        Holofernes
apokryfiset kirjat        Judit
arabia,arabian kieli        Mashriq
arabia,arabian kieli        abaya
arabia,arabian kieli        mukataa<unconfirmed/>
arabia,arabian kieli        shaheed
arabia,arabian kieli        uskollisuudenvala<approximate/>
aritmetiikka,laskuoppi        arvioida väärin,laskea väärin
aritmetiikka,laskuoppi        jakaa
aritmetiikka,laskuoppi        jakaa kahtia,puolittaa
aritmetiikka,laskuoppi        jakaa neljään osaan
aritmetiikka,laskuoppi        kertoa
aritmetiikka,laskuoppi        kertoa,korottaa neliöön,korottaa toiseen potenssiin
aritmetiikka,laskuoppi        korottaa
aritmetiikka,laskuoppi        korottaa kolmanteen potenssiin
aritmetiikka,laskuoppi        laskea keskiarvo
aritmetiikka,laskuoppi        laskea mukaan,vähentää
aritmetiikka,laskuoppi        laskea uudelleen
aritmetiikka,laskuoppi        laskea yhteen
aritmetiikka,laskuoppi        laskea yhteen,lisätä
aritmetiikka,laskuoppi        olla jaollinen
aritmetiikka,laskuoppi        ottaa pois,vähentää
aritmetiikka,laskuoppi        tehdä yhteensä
arkaismi        tarkistaa
arkeologia,muinaistiede        Clovis-kulttuuri
arkeologia,muinaistiede        Folsomin kulttuuri
arkeologia,muinaistiede        anastyloosi
arkeologia,muinaistiede        armilla,rannerengas
arkeologia,muinaistiede        hautakiviröykkiö,hautakumpu,kumpuhauta,tumulus
arkeologia,muinaistiede        jätetunkio,jätetunkio<note>kirjoitusvirhe lähdetermissä</note>,tunkio
arkeologia,muinaistiede        kaivaukset,kaivaus,kaivauspaikka
arkeologia,muinaistiede        kivikausi
arkeologia,muinaistiede        kulttuuri,sivilisaatio
arkeologia,muinaistiede        pronssikausi
arkeologia,muinaistiede        rautakausi
arkkitehtuuri        aidata
arkkitehtuuri        ansas,olkakivi
arkkitehtuuri        arkkitehtoninen ornamentti,rakennustaiteellinen ornamentti
arkkitehtuuri        arkkitehtuuri
arkkitehtuuri        asentaa kappa
arkkitehtuuri        askeleinen päätyräystäs,porraspääty
arkkitehtuuri        attika
arkkitehtuuri        aukkojen sijoittelu,ikkunansijoitus
arkkitehtuuri        entablementti,palkisto
arkkitehtuuri        erillinen
arkkitehtuuri        hammastaa,kreneloida,varustaa sakaroilla
arkkitehtuuri        holvisto
arkkitehtuuri        holvi,kaari
arkkitehtuuri        ilmajäähdyttää,ilmastoida
arkkitehtuuri        jousenmuotoinen,kaarenmuotoinen,kaareutunut,kaareva,kaarimainen
arkkitehtuuri        kiinni rakennettu,kiinteä
arkkitehtuuri        kovera muotti
arkkitehtuuri        kulma,nurkka
arkkitehtuuri        lehtikoriste,lehtikoristeet
arkkitehtuuri        lehti-
arkkitehtuuri        luoda,rakentaa
arkkitehtuuri        olkakivin tuettu muurattu kaari<unconfirmed/>,valeholvi
arkkitehtuuri        palkkikattoinen
arkkitehtuuri        pari-<approximate/>,rivi-
arkkitehtuuri        pienoistorni,pinaakkeli
arkkitehtuuri        pilariton
arkkitehtuuri        pilari,pylväs
arkkitehtuuri        porrastaa
arkkitehtuuri        pylväiden sommittelu
arkkitehtuuri        pylväsjärjestelmä
arkkitehtuuri        päätyräystään porras
arkkitehtuuri        rajakivi<approximate/>
arkkitehtuuri        rakentaa ramppi jhk,rampittaa
arkkitehtuuri        rakentaa terassi
arkkitehtuuri        rakentaa<broader/>
arkkitehtuuri        rakentaa<broader/>
arkkitehtuuri        seinäpinta
arkkitehtuuri        spandrilli
arkkitehtuuri        taidemuoto
arkkitehtuuri        taite,ulkotaite
arkkitehtuuri        tarjota sanitaatiota
arkkitehtuuri        tehdä istumapaikkoja
arkkitehtuuri        tippanokka,vesilista
arkkitehtuuri        tukea olkakivellä
arkkitehtuuri        tuki
arkkitehtuuri        uusia istumapaikat
arkkitehtuuri        vana,varsi
arkkitehtuuri        varustaa ampumarei'illä
arkkitehtuuri        varustaa portilla
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        AI,Army Intelligence
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ARNG,Army National Guard,Yhdysvaltain kansalliskaarti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        B-52
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        DIA,Defense Intelligence Agency
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        MP,sotilaspoliisi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        MP,sotilaspoliisi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Navy SEAL,SEAL
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Pentagon
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Section Eight
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        U.S. asevoimat,USA,Yhdysvaltain asevoimat,Yhdysvaltain maavoimat,armeija,asevoimat,maavoimat
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        West Point
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        W.M.D.,WMD,joukkotuhoase,massatuhoase
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain armeijan Ranger-rykmentti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain armeijan lakiosaston esikuntaupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain armeijan lakiosaston kenraali
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain armeijan lakiosaston kenraali
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain asevoimien sotilasakatemia,Yhdysvaltojen asevoimien sotilasakatemia
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        Yhdysvaltain puolustushaarakomentajien neuvosto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aamusoitto,herätys
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        adjutantti,avustaja,neuvonantaja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aktiivi-,aktiivinen,taisteleva,taisteluvalmis
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aktivoitu,käyttöön otettu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aliluutnantti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aliupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        alokaskausi,peruskoulutus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        alokasleiri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        alusta,laukaisualusta
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        amiraalin arvo,lippu-upseerin arvo
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ammusajoneuvo
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        apuvoimat,täydennysjoukot,vahvistus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeijan majoitustilat
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeijan reservi,reservi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeijan upseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeijan yksikkö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeijapappi,sotilaspappi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeija,maavoimat,puolustusvoimat<broader/>
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        armeija-,vakinainen
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        arsenaali,asevarasto,asevarikko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        arsenaali,kalusto,varusteet
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        arvomerkki
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        arvo,sotilasarvo
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseellinen taistelu,taistelu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseellinen,aseistautunut,aseistettu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseenkäsittelyharjoitus,sulkeisharjoitus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseeton,aseistamaton
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseistus,varustus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aseistus,varustus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aselaji,toimiala
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        asema
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        asema,asento,sotilaallinen asema,sotilaallinen voima,voima
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        asento
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        asepalvelukseen kutsuttu,asevelvollinen,palvelukseen kutsuttu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        asepalvelus,asevelvollisuus,kutsunta,palvelukseenotto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        aterioida
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        avomuoto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        avorivi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        deaktivointi,toiminnan lopettaminen
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ei toiminnassa oleva,toimeton
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        elektroninen sodankäynti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        erikoisyksikkö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikunta
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikuntahenkilöstö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikuntapäällikkö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikuntapäällikkö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikuntaupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esikunta,päämaja,sotilaspäämaja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        esiupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        etujoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        etujoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        etuvartioasema,etuvartiosto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        eversti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        everstiluutnantti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        falangi,rivistö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        general officer<unconfirmed/>
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        grade insignia,hihamerkki,kaluuna,kaluunat
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        gun room
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        haarniskaton
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        haavoittuminen,loukkaantuminen,taisteluvamma,vamma
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        haavoittunut,kaatunut,uhri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        harjoitus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        harjoituttaja,kouluttaja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hiljaisuus,iltasignaali,iltasoitto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hyökkäys
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hyökkäyskiila<approximate/>,kärkijoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hyökkäysvaroitus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hyökkäysvaunu,panssarivaunu,tankki
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hyökkäys,rynnäkkö
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hävittäjälentäjä
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        hävittäjä,hävittäjälentokone
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ilmailuasiamies
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ilmasotakoulu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ilmasuoja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ilmavoimat
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        ilmavoimat,lennosto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        iltasoitto
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        irrottaa
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        iskujoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        isku,sotatoimi
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        jalkaväki
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukkojenkuljetus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukkojenkuljetusväline
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukkojen katselmus,kenttäharjoitus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukko,sotajoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukkue
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        joukot
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        juhlapuku,paraatipuku
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        juhlaunivormu
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        juoksuhaudankaivaja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        jälkijoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        jälkijoukko,takajoukko
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaaderiupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaaderiupseeri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaaderiupseeri merivoimissa
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaasuammus,kaasukranaatti<broader/>
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kadetti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kahakka,konflikti,selkkaus,taistelu,välikohtaus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaikkien aselajien yhteishyökkäys<unconfirmed/>
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kaluuna,nauha
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kansalliskaarti,nostoväki
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kanttiini
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kanttiini,messi,muonituskeskus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kapteeni
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kapteeniluutnantti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kapteeni,merikapteeni
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kasarmialue,sotilasalue
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kasarmi,linnake<narrower/>,linnoitus<narrower/>,tukikohta,varuskunta
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kasarmi,parakki
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        katselmus
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenraali
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenraaliluutnantti
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenraalimajuri
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenraalius<unconfirmed/>
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenttäkäymälä
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenttämaja,maja,sotilasmaja
armeija,asevoimat,puolustusvoimat,sotakoneisto,sotavoimat,sotaväki        kenttäpikaoikeus
